ID,BCR,AOU_52,CommonName,ScientificName,Introduced,BD-g,BD-g_s,BD-g Area,BD-g_com,GlobalPopEst,PS-g,PS-g_s,PS-g_com1,PS-g_com2,PS-g_com3,PT-r,PT-r_s,PT-r_com,TB-r,TB-r_s,TB-r_com,RD-b,RD-b_s,RD-b_com,pPop,pPop_s,SubstShared,RCS-b,RC,UCC,TNC,TNC-group,CBSD,Action,RS,UCS
1736,12,992,Red-bellied Woodpecker,Melanerpes carolinus,FALSE,2,Natureserve 3.0,2980666,,10000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0.2,BBS,,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1737,12,995,Yellow-bellied Sapsucker,Sphyrapicus varius,FALSE,1,Natureserve 3.0,4453193,,10000000,2,PIF BBS-based calculation 2008,,distance revised to 125 m based on review of large boreal dataset; score reverts to PS=2 (Blancher email; Dec. 20; 2008),,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,64.9,BBS,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1738,12,1002,Downy Woodpecker,Picoides pubescens,FALSE,1,Natureserve 3.0,12755791,,14000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,4,bbs07,,5.2,BBS & RngG,,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1739,12,1003,Hairy Woodpecker,Picoides villosus,FALSE,1,Natureserve 3.0,13251289,,9000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,9.6,BBS & RngG,CA-US,11,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1740,12,1008,American Three-toed Woodpecker,Picoides dorsalis,FALSE,1,Natureserve 3.0,7858070,,1100000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,2,bbs07;onatl,,0.2,BBS,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1741,12,1009,Black-backed Woodpecker,Picoides arcticus,FALSE,1,Natureserve 3.0,6740879,,850000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,3,bbs07,,3,BBS,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1742,12,1018,Northern Flicker,Colaptes auratus,FALSE,1,Natureserve 3.0,14801848,,8600000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,PIF-QC,Continuing removal of snags important to species.,5,bbs07,,5.8,BBS & RngG,CA-US,15,TRUE,FALSE,FALSE,,TRUE,MA,TRUE,TRUE
1743,12,1024,Pileated Woodpecker,Dryocopus pileatus,FALSE,1,Natureserve 3.0,5905279,,1900000,3,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,10.2,BBS,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1744,12,1175,Olive-sided Flycatcher,Contopus cooperi,FALSE,1,Natureserve 3.0; PIFSC-09,7478548,Reduce by 25%; NS breeding range way too extensive in New England; NY; Appalachians; Alaska; and in western U.S. mountains (reduce by 25%),1700000,3,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,1.8,BBS & RngG,CA-US-MX,14,TRUE,TRUE,TRUE,TBTC,FALSE,MA,FALSE,FALSE
1745,12,1180,Eastern Wood-Pewee,Contopus virens,FALSE,1,Natureserve 3.0,4074595,,5500000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,3,bbs07,,6.8,BBS,US-MX,14,TRUE,FALSE,FALSE,,FALSE,MA,FALSE,FALSE
1746,12,1186,Yellow-bellied Flycatcher,Empidonax flaviventris,FALSE,1,Natureserve 3.0,5308917,,12000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,TB-c,Default to global sans regional difference justification (Will).,3,bbs07,,4.1,BBS,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1747,12,1187,Acadian Flycatcher,Empidonax virescens,FALSE,2,Natureserve 3.0,2461383,,4500000,3,PIF BBS-based calculation 2008,,,,3,Will,no data,3,TB-c,Default to global sans regional difference justification (Will).,P,Will,Best to consider peripheral at this point; as count data based on a single detection in 10 years. Ontario Atlas provides no supporting breeding evidence. (Will),0,BBS,US-MX,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1748,12,1188,Alder Flycatcher,Empidonax alnorum,FALSE,1,Natureserve 3.0,7077860,,130000000,1,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (Will).,4,bbs07,,3.8,BBS,CA-US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1749,12,1189,Willow Flycatcher,Empidonax traillii,FALSE,1,Natureserve 3.0,7289251,,9100000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,2,bbs07,,0.9,BBS,CA-US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1750,12,1191,Least Flycatcher,Empidonax minimus,FALSE,1,Natureserve 3.0,6129659,,36000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,5,bbs07,,10.1,BBS,CA-US-MX,15,FALSE,FALSE,FALSE,,FALSE,PR,TRUE,TRUE
1751,12,1202,Eastern Phoebe,Sayornis phoebe,FALSE,1,Natureserve 3.0,6222068,,32000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,9,BBS,US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1752,12,1217,Great Crested Flycatcher,Myiarchus crinitus,FALSE,1,Natureserve 3.0,5128258,,6700000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC Will).,3,bbs07,,8.3,BBS & RngG,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1753,12,1244,Western Kingbird,Tyrannus verticalis,FALSE,1,Natureserve 3.0,5061472,,22000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS & RngG,US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1754,12,1245,Eastern Kingbird,Tyrannus tyrannus,FALSE,1,Natureserve 3.0,9101039,,27000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global; but note continued detrimental loss of small farms (and associated shrubby pastures; barns; etc.); general declines in aerial insectivores; especially aquatic insects (PIF-ON; Will).,3,bbs07,,3.1,BBS,US-MX,14,TRUE,FALSE,FALSE,,FALSE,MA,FALSE,FALSE
1755,12,1288,Loggerhead Shrike,Lanius ludovicianus,FALSE,1,Natureserve 3.0,8849539,,5800000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,5,PIF-ON; Will,Unclear what threats are driving species toward regional extirpation.,1,Will,ON Atlas suggests widespread disappearance in BCR; but still present in WI (Atlas). (Will),,,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1756,12,1291,White-eyed Vireo,Vireo griseus,FALSE,2,Natureserve 3.0,3033906,,19000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,P,Will,,,,US-MX,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1757,12,1305,Yellow-throated Vireo,Vireo flavifrons,FALSE,2,Natureserve 3.0,3164232,,3500000,3,PIF BBS-based calculation 2008,,,,1,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07,,4.3,BBS,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1758,12,1308,Blue-headed Vireo,Vireo solitarius,FALSE,2,Natureserve 3.0,3313965,,9100000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,14.5,BBS,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1759,12,1312,Warbling Vireo,Vireo gilvus,FALSE,1,Natureserve 3.0,9781704,,51000000,1,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,1.2,BBS & RngG,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1760,12,1314,Philadelphia Vireo,Vireo philadelphicus,FALSE,2,Natureserve 3.0,2739486,,3800000,3,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,11.8,BBS,CA-US-MX,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1761,12,1315,Red-eyed Vireo,Vireo olivaceus,FALSE,1,Natureserve 3.0,11704386,NS map maps much of range in SA as non-breeding only; whereas Ridgley maps this same area as year-round range; still; BD=1,180000000,1,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,14.6,BBS & RngG,CA-US-MX,10,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1762,12,1327,Gray Jay,Perisoreus canadensis,FALSE,1,Natureserve 3.0,7266187,,22000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,PIF-ON,Susceptible to  global warming induced forest migration; spoiling of stored food reserves.,2,bbs07;onatl,,0.8,BBS & Nwt,,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1763,12,1345,Blue Jay,Cyanocitta cristata,FALSE,1,Natureserve 3.0,6645297,,13000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,11.1,BBS,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1764,12,1353,Black-billed Magpie,Pica hudsonia,FALSE,1,Natureserve 3.0,5285280,,5400000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.6,BBS,CA-US,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1765,12,1356,American Crow,Corvus brachyrhynchos,FALSE,1,Natureserve 3.0,10760125,,27000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,7.9,BBS & RngG,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1766,12,1367,Common Raven,Corvus corax,FALSE,1,Natureserve 3.0,50426207,,20000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,1,PIF-ON; Will,Positively associated with people and open landfills in BCR12.,4,bbs07,,1.2,RngG & BBS & Nwt,CA-US,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1767,12,1372,Horned Lark,Eremophila alpestris,FALSE,1,Natureserve 3.0,20824080,,100000000,1,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,1,bbs07,,0.1,BBS & RngG & Nwt,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1768,12,1373,Purple Martin,Progne subis,FALSE,1,Natureserve 3.0,5717544,,6800000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,TB-c,Default to global sans regional difference justification (Will).,1,bbs07,,0.4,BBS & RngG,US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1769,12,1380,Tree Swallow,Tachycineta bicolor,FALSE,1,Natureserve 3.0,11669285,,17000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,6.7,BBS & Nwt,CA-US-MX,14,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1770,12,1388,Northern Rough-winged Swallow,Stelgidopteryx serripennis,FALSE,1,Natureserve 3.0,9961583,,15000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,2,bbs07,,0.5,BBS & RngG,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1771,12,1390,Bank Swallow,Riparia riparia,FALSE,1,Natureserve 3.0,34349347,,19000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,PIF-ON; Will,General declines in aerial insectivores suggest declines in insect prey abundance; especially aquatic insects.,3,Will,Relative to BCR 9,0.8,RngG & BBS & Nwt,CA-US-MX,14,TRUE,FALSE,FALSE,,TRUE,MA,FALSE,FALSE
1772,12,1391,Cliff Swallow,Petrochelidon pyrrhonota,FALSE,1,Natureserve 3.0,11966484,,42000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,PIF-ON; Will,Scale of enhancement by human activities in BCR12 substantitally less than range-wide.,2,bbs07,,0.8,BBS & RngG & Nwt,US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1773,12,1393,Barn Swallow,Hirundo rustica,FALSE,1,Natureserve 3.0,42908680,,120000000,1,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,PIF-ON; Will,Continued detrimental changes in land use with pronounced loss of small farms (and associated shrubby pastures; barns; etc.); general declines in aerial insectivores suggest declines in insect prey abundance; especially aquatic insects.,3,bbs07,,0.6,RngG & BBS & Nwt,US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1774,12,1396,Black-capped Chickadee,Poecile atricapillus,FALSE,1,Natureserve 3.0,8788312,,41000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,17.7,BBS,CA-US,11,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1775,12,1400,Boreal Chickadee,Poecile hudsonicus,FALSE,1,Natureserve 3.0,7065738,,12000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,2,bbs07,,0.4,BBS,,11,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
1776,12,1405,Tufted Titmouse,Baeolophus bicolor,FALSE,2,Natureserve 3.0,2967755,,8000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,1,bbs07,,0.1,BBS,,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1777,12,1409,Red-breasted Nuthatch,Sitta canadensis,FALSE,1,Natureserve 3.0,7118703,,20000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,10.1,BBS,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1778,12,1410,White-breasted Nuthatch,Sitta carolinensis,FALSE,1,Natureserve 3.0,8606508,,9200000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07,,6.3,BBS & RngG,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1779,12,1413,Brown Creeper,Certhia americana,FALSE,1,Natureserve 3.0,6526126,,9300000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,2,bbs07,,7.6,BBS & RngG,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1780,12,1445,House Wren,Troglodytes aedon,FALSE,1,Natureserve 3.0,24553814,,160000000,1,Gomez-Panjabi,,reflects northern and southern subspecies,,2,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.5,RngG & BBS,CA-US-MX,7,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1781,12,1451,Winter Wren,Troglodytes hiemalis,FALSE,2,Natureserve 3.0,2760019,,11000000,2,PIF BBS-based calculation 2011,,distance revised to 200 m based on review of large boreal dataset; score reverts to PS=2 (Blancher email; Dec. 20; 2008),,2,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,19.9,BBS,CA-US,14,FALSE,FALSE,FALSE,,FALSE,PR,TRUE,TRUE
1782,12,1452,Sedge Wren,Cistothorus platensis,FALSE,1,Natureserve 3.0,6526721,,22000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,5,bbs07,,6,RngG & BBS,CA-US-MX,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1783,12,1453,Marsh Wren,Cistothorus palustris,FALSE,1,Natureserve 3.0,4844019,,8700000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,2,bbs07,,1.5,BBS & RngG,US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1784,12,1463,Blue-gray Gnatcatcher,Polioptila caerulea,FALSE,1,Natureserve 3.0,6577715,,160000000,1,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS & RngG,US-MX,7,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1785,12,1474,Golden-crowned Kinglet,Regulus satrapa,FALSE,1,Natureserve 3.0,6250316,,97000000,1,PIF BBS-based calculation 2008,,,,2,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,4,bbs07,,7.7,BBS & RngG,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1786,12,1475,Ruby-crowned Kinglet,Regulus calendula,FALSE,1,Natureserve 3.0,9221284,,91000000,1,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07;onatl,,1.4,BBS & Nwt,CA-US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1787,12,1509,Eastern Bluebird,Sialia sialis,FALSE,1,Natureserve 3.0,5455886,,22000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,2,bbs07,,1.9,BBS & RngG,,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1788,12,1531,Veery,Catharus fuscescens,FALSE,2,Natureserve 3.0,3670946,,11000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,5,bbs07,,41,BBS,CA-US-MX,17,TRUE,FALSE,FALSE,,FALSE,MA,TRUE,TRUE
1789,12,1533,Bicknell's Thrush,Catharus bicknelli,FALSE,4,Natureserve 3.0,133496,,110500,4,International Bicknell's Thrush Conservation Group (2010),range 26;000-55;000; or 40;000 was previous estimate in 2005 (Birdlife Int'l),IBTCG used range-wide data on densities and extent of potential habitat to develop an improved global population estimate. Applying region-specific density data (derived from point count surveys) to a model of potential habitat (Vermont Center for Ecostud,,3,BBS-08,,4,Aubry,Among other threats; conversion of fir to spruce threatens habitat for this species.,2,Will,,0,PIFTC-05,CA-US,17,TRUE,TRUE,TRUE,TBTC,FALSE,MA,FALSE,FALSE
1790,12,1534,Swainson's Thrush,Catharus ustulatus,FALSE,1,Natureserve 3.0,7525849,,100000000,1,PIF BBS-based calculation 2008,,,,4,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,3,bbs07,,2.4,BBS,CA-US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1791,12,1535,Hermit Thrush,Catharus guttatus,FALSE,1,Natureserve 3.0,8350943,,44000000,2,PIF BBS-based calculation 2008,,,,1,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,5,bbs07,,6.6,BBS & RngG,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1792,12,1536,Wood Thrush,Hylocichla mustelina,FALSE,2,Natureserve 3.0,3489351,,11000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,3,bbs07,,4.9,BBS,US-MX,15,TRUE,TRUE,TRUE,TBTC,FALSE,MA,FALSE,FALSE
1793,12,1554,American Robin,Turdus migratorius,FALSE,1,Natureserve 3.0,16401793,,310000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,4,bbs07,,4.5,BBS & RngG & Nwt,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1794,12,1562,Gray Catbird,Dumetella carolinensis,FALSE,1,Natureserve 3.0,6812629,,27000000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global sans regional difference justification (Will).,2,bbs07,,4.9,BBS,US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1795,12,1564,Northern Mockingbird,Mimus polyglottos,FALSE,1,Natureserve 3.0,10130441,,32000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,1,bbs07,,0,BBS & RngG,,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1796,12,1569,Brown Thrasher,Toxostoma rufum,FALSE,1,Natureserve 3.0,5662789,,4900000,3,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,3,bbs07,,2.6,BBS & Nwt,,15,TRUE,FALSE,FALSE,,FALSE,MA,FALSE,FALSE
1797,12,1586,European Starling,Sturnus vulgaris,TRUE,1,Natureserve 3.0,36834255,,150000000,1,PIF BBS-based calculation 2008,,,,4,BBS-08,,1,TB-c,Default to global sans regional difference justification (PIFTC; Will).,3,bbs07,,1.5,RngG & BBS,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1798,12,1602,Cedar Waxwing,Bombycilla cedrorum,FALSE,1,Natureserve 3.0,7413995,,52000000,1,PIF BBS-based calculation 2008,,distance revised to 100 m based on review of large boreal dataset; score changes to PS=1 (Blancher email; Dec. 20; 2008),,4,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIF-ON; Will).,5,bbs07,,24.5,BBS,CA-US,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1799,12,1620,Ovenbird,Seiurus aurocapilla,FALSE,1,Natureserve 3.0,5207143,,22000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,Will,Loss of herbacious ground cover due to spreading invasive earthworms and deer browsing.,5,bbs07,,30,BBS,CA-US-MX,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
1800,12,1622,Louisiana Waterthrush,Parkesia motacilla,FALSE,2,Natureserve 3.0,2410070,,360000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC Will).,1,Will,Regular breeder in BCR 12; especially along St. Croix River (WI Atlas). (Will),,,US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1801,12,1623,Northern Waterthrush,Parkesia noveboracensis,FALSE,1,Natureserve 3.0,7567023,,19000000,2,PIF BBS-based calculation 2008,,,,5,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,1.1,BBS & Nwt,CA-US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1802,12,1625,Golden-winged Warbler,Vermivora chrysoptera,FALSE,2,Natureserve 3.0,1392211,,410000,4,PIF BBS-based calculation 2012,,,,4,BBS-08,,4,TB-c,Default to global;  genetic introgression with BWWA now in BCR12; only ''pure'' populations now in Manitoba (Will).,5,bbs07,,80.2,BBS,US-MX,18,TRUE,TRUE,TRUE,TBTC,FALSE,MA,TRUE,TRUE
1803,12,1626,Blue-winged Warbler,Vermivora cyanoptera,FALSE,2,Natureserve 3.0,1782709,,810000,3,PIF BBS-based calculation 2012,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,2,bbs07,,0.7,BBS,US-MX,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1804,12,1627,Black-and-white Warbler,Mniotilta varia,FALSE,1,Natureserve 3.0,5369441,,20000000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global sans regional difference justification (PIFTC; Will).,5,bbs07,,22.7,BBS,CA-US-MX,14,FALSE,FALSE,FALSE,,FALSE,PR,TRUE,TRUE
1805,12,1628,Prothonotary Warbler,Protonotaria citrea,FALSE,2,Natureserve 3.0,2172187,,1600000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,TB-c,Default to global sans regional difference justification (PIFTC; Will).,P,Will,,,,US-MX,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1806,12,1632,Tennessee Warbler,Oreothlypis peregrina,FALSE,1,Natureserve 3.0,4755556,,69000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC; Will; Blancher,Some forestry activity benefits the species by creating early successional habitat.,2,bbs07,,0.7,BBS,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1807,12,1633,Orange-crowned Warbler,Oreothlypis celata,FALSE,1,Natureserve 3.0,7449493,,76000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,TB-c,Default to global sans regional difference justification (Will).,1,Will,,0,BBS & RngG,CA-US-MX,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
1808,12,1636,Nashville Warbler,Oreothlypis ruficapilla,FALSE,2,Natureserve 3.0,2763151,,32000000,2,PIF BBS-based calculation 2008,,,,2,BBS-08,,3,Will,Loss of herbacious ground cover due to spreading invasive earthworms and deer browsing.,5,bbs07,,30.6,BBS,CA-US-MX,14,FALSE,FALSE,FALSE,,FALSE,PR,TRUE,TRUE
1809,12,1639,Connecticut Warbler,Oporornis agilis,FALSE,2,Natureserve 3.0,1178290,,1700000,3,PIF BBS-based calculation 2008,,,,5,BBS-08,,3,TB-c,Loss of ground cover and specialized nesting conditions due to invasive earthworms and deer browsing less severe for bog-nesting part of pop (Will).,4,bbs07,,10.7,BBS,CA-US,17,TRUE,TRUE,FALSE,,TRUE,MA,FALSE,FALSE
1810,12,1643,Mourning Warbler,Geothlypis philadelphia,FALSE,2,Natureserve 3.0,2693721,,17000000,2,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global; but note potential sensitivity to use of herbicides to speed reforestation after clearcutting (PIF-ON; Will).,5,bbs07,,26.5,BBS,CA-US,15,FALSE,FALSE,FALSE,,FALSE,PR,TRUE,TRUE
1811,12,1650,Common Yellowthroat,Geothlypis trichas,FALSE,1,Natureserve 3.0,11108512,,87000000,1,PIF BBS-based calculation 2008,,,,4,BBS-08,,2,TB-c,Default to global; but note potential sensitivity to use of herbicides to speed reforestation after clearcutting (PIF-ON; Will).,5,bbs07,,10.5,BBS & RngG,CA-US-MX,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
