ID,BCR,AOU_52,CommonName,ScientificName,Introduced,BD-g,BD-g_s,BD-g Area,BD-g_com,GlobalPopEst,PS-g,PS-g_s,PS-g_com1,PS-g_com2,PS-g_com3,PT-r,PT-r_s,PT-r_com,TB-r,TB-r_s,TB-r_com,RD-b,RD-b_s,RD-b_com,pPop,pPop_s,SubstShared,RCS-b,RC,UCC,TNC,TNC-group,CBSD,Action,RS,UCS
1,1,125,Willow Ptarmigan,Lagopus lagopus,FALSE,1,Natureserve 3.0,21341750,,43000000,2,PIF BBS-based calculation 2008,,,,3,No data,,2,Default to global score,regional threats not evaluated,1,Jim Johnson,likely resident; but in samll numbers on Aleutians; Rock Ptarmigan is the more common species.,,,CA-US,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
2,1,126,Rock Ptarmigan,Lagopus muta,FALSE,1,Natureserve 3.0,9199890,,4700000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,5,bbs99; Matsuoka,,0.1,Range,,14,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
3,1,289,Bald Eagle,Haliaeetus leucocephalus,FALSE,1,Natureserve 3.0,8635225,,250000,4,L Goodrich; HMANA; May 2007 e-mail,,,,3,BBS-08,,2,Matsuoka,,4,Altman; Matsuoka,,2.5,BBS & Nwt & RngG,CA-US,14,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
4,1,327,Rough-legged Hawk,Buteo lagopus,FALSE,1,Natureserve 3.0,8284174,,330000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,1,Matsuoka,,0,Range,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
5,1,330,Golden Eagle,Aquila chrysaetos,FALSE,1,Natureserve 3.0,23242678,,230000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,Global default,,1,Matsuoka,,,,CA-US,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
6,1,350,Gyrfalcon,Falco rusticolus,FALSE,1,Natureserve 3.0,7746930,,53000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,PIFTC,,2,Matsuoka,,0,Range,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
7,1,351,Peregrine Falcon,Falco peregrinus,FALSE,1,Natureserve 3.0,25941633,,140000,4,White et al. 2002; BNA; upper end,,,,3,BBS-08,,3,Matsuoka,,5,Dunn; Altman,,,,,16,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
8,1,715,Great Horned Owl,Bubo virginianus,FALSE,1,Natureserve 3.0,26145035,,6400000,2,PIF BBS-based calculation 2008,,,,3,No data,,1,Default to global score,regional threats not evaluated,P,Jim Johnson,No record in Gibson and Byrd,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
9,1,716,Snowy Owl,Bubo scandiacus,FALSE,1,Natureserve 3.0,5915656,,140000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,3,Matsuoka,,,,CA-US,13,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
10,1,735,Short-eared Owl,Asio flammeus,FALSE,1,Natureserve 3.0,62415997,,2500000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,2,Matsuoka,,,,CA-US,11,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
11,1,948,Belted Kingfisher,Megaceryle alcyon,FALSE,1,Natureserve 3.0,13949116,,1700000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,Matsuoka,,,,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
12,1,1353,Black-billed Magpie,Pica hudsonia,FALSE,1,Natureserve 3.0,5285280,,5400000,2,PIF BBS-based calculation 2008,,,,3,No data,,2,Default to global score,regional threats not evaluated,1,Jim Johnson,Birds of the Aleutians; Gibson and Byrd,,,CA-US,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
13,1,1367,Common Raven,Corvus corax,FALSE,1,Natureserve 3.0,50426207,,20000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,1,PIFTC,,4,bbs99; Matsuoka,,0,RngG & BBS & Nwt,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
14,1,1371,Sky Lark,Alauda arvensis,FALSE,1,PIFSC-08,,,,2,PIFTC-02,,,,3,BBS-08,,2,PIFTC,,P,Matsuoka,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
15,1,1450,Pacific Wren,Troglodytes pacificus,FALSE,2,Natureserve 3.0,1238488,,5900000,2,PIF BBS-based calculation 2011,,,split from Winter wren in 2011 (former PS=32870559; incl. old world pop),3,BBS-08,,3,PIFTC,,2,bbs99; Matsuoka,,,,CA-US,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
16,1,1471,American Dipper,Cinclus mexicanus,FALSE,1,Natureserve 3.0,4803567,,190000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,PIFTC,,1,bbs99; Matsuoka,,,,,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
17,1,1535,Hermit Thrush,Catharus guttatus,FALSE,1,Natureserve 3.0,8350943,,44000000,2,PIF BBS-based calculation 2008,,,,3,No data,,2,Default to global score,regional threats not evaluated,P,Jim Johnson,Birds of the Aleutians; Gibson and Byrd,,,CA-US-MX,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
18,1,1590,Eastern Yellow Wagtail,Motacilla tschutschensis,FALSE,2,PIFSC-08,3245440,,20000000,2,PIFSC-08,estimate based on roughly half of former PS estimate for Yellow Wagtail,,,3,BBS-08,,2,Matsuoka,,P,Matsuoka,,0,Range,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
19,1,1593,White Wagtail,Motacilla alba,FALSE,1,Natureserve 3.0,8453186,,860000000,1,Birdlife International,used mid point of Birdlife estimate of 163000000-1560000000 individuals,,,3,BBS-08,,2,Matsuoka,,1,Dunn; Matsuoka,,0.6,Range,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
20,1,1597,Red-throated Pipit,Anthus cervinus,FALSE,2,PIFSC-08,1480833,,2000000,3,PIFTC-02,,,,3,No data,,2,Matsuoka,,1,Panjabi,Natureserve indicates breeding on St. Lawrence Island,0,Range,,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
21,1,1598,American Pipit,Anthus rubescens,FALSE,1,Natureserve 3.0,5956629,,11000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,Matsuoka,,0.2,Range,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
22,1,1614,Lapland Longspur,Calcarius lapponicus,FALSE,1,Natureserve 3.0,6644664,,79000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,5,bbs99; Matsuoka,,0.1,Range,CA-US,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
23,1,1618,Snow Bunting,Plectrophenax nivalis,FALSE,1,Natureserve 3.0,7434786,,19000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,3,Altman; Matsuoka,,0.2,Range,CA-US,11,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
24,1,1619,McKay's Bunting,Plectrophenax hyperboreus,FALSE,5,Natureserve 3.0,5332,,2500,5,BirdLife Int. 2000 & Winker et al. 2002,Birds of St Matthew's Island,,,3,BBS-08,,3,Matsuoka,should be same as global score,5,CBO,,100,Range,,21,FALSE,TRUE,FALSE,,FALSE,PR,TRUE,TRUE
25,1,1666,Yellow Warbler,Setophaga petechia,FALSE,1,PIFSC-08,14182963,Remove 1M km2 from sw US; per BNA; NS appears to be more generous in designating dist.; primarily in the the sw US portion. BNA indicates spp. Restricted to riparian areas in this region.,94000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Global default,,1,Matsuoka,,,,CA-US-MX,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
26,1,1696,Wilson's Warbler,Cardellina pusilla,FALSE,1,Natureserve 3.0,7920008,,57000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,Global default,,1,Matsuoka,,,,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
27,1,1847,Savannah Sparrow,Passerculus sandwichensis,FALSE,1,Natureserve 3.0,13727335,,170000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,Altman; Matsuoka,,,,CA-US-MX,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
28,1,1856,Fox Sparrow,Passerella iliaca,FALSE,1,Natureserve 3.0,7508136,,24000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,1,Matsuoka,,,,CA-US,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
29,1,1857,Song Sparrow,Melospiza melodia,FALSE,1,Natureserve 3.0,10280291,,130000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,Matsuoka,,3,Matsuoka,,0,BBS & RngG & Nwt,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
30,1,1997,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,FALSE,2,Natureserve 3.0,2246756,,200000,4,PIFTC-03,,,,3,BBS-08,,2,PIFTC,,5,Altman; Matsuoka,,0.4,Range,CA-US,16,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
31,1,2008,Common Redpoll,Acanthis flammea,FALSE,1,Natureserve 3.0,16578913,,150000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,Matsuoka,,,,CA-US,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
32,2,121,Ruffed Grouse,Bonasa umbellus,FALSE,1,Natureserve 3.0,7986534,,18000000,2,Ruffed Grouse Conservation Plan,,,Sum of BCR estimates,3,No data,,2,Default to global score,regional threats not evaluated,1,Jim Johnson,boreal forest associated; might occur on eastern AK Penin.,0.1,BBS,,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
33,2,124,Spruce Grouse,Falcipennis canadensis,FALSE,1,Natureserve 3.0,7534629,,11000000,2,Spruce Grouse Continental Conservation Plan (Williamson et al 2008),,,,3,BBS-08,,2,Matsuoka,,1,Matsuoka,,1.7,Range,,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
34,2,125,Willow Ptarmigan,Lagopus lagopus,FALSE,1,Natureserve 3.0,21341750,,43000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,5,bbs07,,6.1,RngG & BBS & Nwt,CA-US,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
35,2,126,Rock Ptarmigan,Lagopus muta,FALSE,1,Natureserve 3.0,9199890,,4700000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,bbs07,,2.6,Range,,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
36,2,130,Sharp-tailed Grouse,Tympanuchus phasianellus,FALSE,2,PIFSC-08,3021798,Reduce by 50%; based on BNA map; leaves out large gaps in range compared to NS,560000,3,PIF BBS-based calculation 2008,,,,3,No data,,3,Default to global score,regional threats not evaluated,1,Jim Johnson,not sure where in BCR2 this species occurs. Only breeding area that I know of is in interior; near Delta Junction,,,CA-US,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
37,2,277,Osprey,Pandion haliaetus,FALSE,1,Natureserve 3.0,18768140,,510000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,bbs07,,0.4,RngG & BBS & Nwt,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
38,2,289,Bald Eagle,Haliaeetus leucocephalus,FALSE,1,Natureserve 3.0,8635225,,250000,4,L Goodrich; HMANA; May 2007 e-mail,,,,3,BBS-08,,2,Matsuoka,,3,Altman; Matsuoka,,14.5,BBS & Nwt & RngG,CA-US,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
39,2,293,Northern Harrier,Circus cyaneus,FALSE,1,Natureserve 3.0,24607876,,1400000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,2,bbs99; Matsuoka,,0.2,RngG & BBS & Nwt,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
40,2,299,Sharp-shinned Hawk,Accipiter striatus,FALSE,1,Natureserve 3.0,16346707,,740000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Global default,,1,Matsuoka,,,,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
41,2,303,Northern Goshawk,Accipiter gentilis,FALSE,1,Natureserve 3.0,20028624,,430000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,1,Altman; Matsuoka,,0.8,RngG & BBS,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
42,2,325,Red-tailed Hawk,Buteo jamaicensis,FALSE,1,Natureserve 3.0,15098308,,2300000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,1,Altman; Matsuoka,,0,BBS & RngG,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
43,2,327,Rough-legged Hawk,Buteo lagopus,FALSE,1,Natureserve 3.0,8284174,,330000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,3,Altman; Matsuoka,,3.5,Range,CA-US,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
44,2,330,Golden Eagle,Aquila chrysaetos,FALSE,1,Natureserve 3.0,23242678,,230000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,PIFTC,,2,Altman; Matsuoka,,0.6,RngG & BBS & Nwt,CA-US,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
45,2,345,Merlin,Falco columbarius,FALSE,1,Natureserve 3.0,17706550,,2500000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,3,Matsuoka,,1.3,RngG & BBS & Nwt,CA-US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
46,2,350,Gyrfalcon,Falco rusticolus,FALSE,1,Natureserve 3.0,7746930,,53000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,PIFTC,,5,bbs07;nwt,,3,Range,,16,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
47,2,351,Peregrine Falcon,Falco peregrinus,FALSE,1,Natureserve 3.0,25941633,,140000,4,White et al. 2002; BNA; upper end,,,,3,BBS-08,,3,Matsuoka,,2,bbs07;nwt,,0.2,RngG & Nwt & BBS,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
48,2,715,Great Horned Owl,Bubo virginianus,FALSE,1,Natureserve 3.0,26145035,,6400000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,1,PIFTC,,1,Altman; Matsuoka,,0.4,BBS & RngG,,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
49,2,716,Snowy Owl,Bubo scandiacus,FALSE,1,Natureserve 3.0,5915656,,140000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,4,Dunn; Matsuoka,,1.4,Range,CA-US,14,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
50,2,717,Northern Hawk Owl,Surnia ulula,FALSE,1,Natureserve 3.0,14212852,,120000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,Altman; Matsuoka,,0.9,Range,CA-US,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
51,2,732,Great Gray Owl,Strix nebulosa,FALSE,1,Natureserve 3.0,10650356,,190000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,P,Altman; Matsuoka,,0,Range,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
52,2,735,Short-eared Owl,Asio flammeus,FALSE,1,Natureserve 3.0,62415997,,2500000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,5,bbs07,,1,RngG & BBS & Nwt,CA-US,14,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
53,2,738,Boreal Owl,Aegolius funereus,FALSE,1,Natureserve 3.0,23137560,,1700000,3,Blancher 2008,rough extrapolation from owl surveys,,,3,BBS-08,,2,PIFTC,,1,Altman,,0.9,RngG & BBS,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
54,2,948,Belted Kingfisher,Megaceryle alcyon,FALSE,1,Natureserve 3.0,13949116,,1700000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,3,Matsuoka,,0.7,BBS,CA-US,12,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
55,2,1002,Downy Woodpecker,Picoides pubescens,FALSE,1,Natureserve 3.0,12755791,,14000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,Altman,,0.4,BBS & RngG,,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
56,2,1003,Hairy Woodpecker,Picoides villosus,FALSE,1,Natureserve 3.0,13251289,,9000000,2,PIF BBS-based calculation 2008,,,,3,No data,,2,Default to global score,regional threats not evaluated,1,Jim Johnson,might occur on eastern AK penin.,,,CA-US,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
57,2,1008,American Three-toed Woodpecker,Picoides dorsalis,FALSE,1,Natureserve 3.0,7858070,,1100000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,2,Matsuoka,,,,,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
58,2,1009,Black-backed Woodpecker,Picoides arcticus,FALSE,1,Natureserve 3.0,6740879,,850000,3,PIF BBS-based calculation 2008,,,,3,No data,,3,Default to global score,regional threats not evaluated,P,Jim Johnson,might occur on eastern AK penin.,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
59,2,1018,Northern Flicker,Colaptes auratus,FALSE,1,Natureserve 3.0,14801848,,8600000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Altman,,P,Altman; Matsuoka,,,,CA-US,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
60,2,1175,Olive-sided Flycatcher,Contopus cooperi,FALSE,1,Natureserve 3.0; PIFSC-09,7478548,Reduce by 25%; NS breeding range way too extensive in New England; NY; Appalachians; Alaska; and in western U.S. mountains (reduce by 25%),1700000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,2,bbs99; Matsuoka,,0.6,BBS & RngG,CA-US-MX,11,FALSE,TRUE,TRUE,TBTC,FALSE,PR,FALSE,FALSE
61,2,1179,Western Wood-Pewee,Contopus sordidulus,FALSE,1,Natureserve 3.0,6924907,,9200000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Altman,,P,Matsuoka,,0,BBS & RngG,CA-US-MX,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
62,2,1188,Alder Flycatcher,Empidonax alnorum,FALSE,1,Natureserve 3.0,7077860,,130000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Default to global score,regional threats not evaluated,3,bbs99; Matsuoka,,1.4,BBS,CA-US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
63,2,1192,Hammond's Flycatcher,Empidonax hammondii,FALSE,2,Natureserve 3.0,2753247,,19000000,2,PIF BBS-based calculation 2008,,,,3,No data,,3,Default to global score,regional threats not evaluated,1,Jim Johnson,might occur on eastern AK penin.,,,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
64,2,1203,Say's Phoebe,Sayornis saya,FALSE,1,Natureserve 3.0,7183637,,4400000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,Altman; Matsuoka,,0.3,BBS & RngG & Nwt,US-MX,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
65,2,1289,Northern Shrike,Lanius excubitor,FALSE,1,Natureserve 3.0,17619635,,2000000,3,Birds in Europe 2004 + global range; PIFSC-08,original PS score used in Cplan v1 erroneously did not include old world pops,,,3,BBS-08,,2,PIFTC,,5,bbs07,,1.6,Range,CA-US,14,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
66,2,1327,Gray Jay,Perisoreus canadensis,FALSE,1,Natureserve 3.0,7266187,,22000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,Altman; Matsuoka,,2.7,BBS & Nwt,,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
67,2,1353,Black-billed Magpie,Pica hudsonia,FALSE,1,Natureserve 3.0,5285280,,5400000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,Matsuoka; Sinclair,,2.8,BBS,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
68,2,1357,Northwestern Crow,Corvus caurinus,FALSE,3,Natureserve 3.0,393642,,770000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Altman,,1,Altman; Matsuoka,,1.8,BBS,CA-US,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
69,2,1367,Common Raven,Corvus corax,FALSE,1,Natureserve 3.0,50426207,,20000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,1,PIFTC,,4,bbs07,,0.4,RngG & BBS & Nwt,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
70,2,1372,Horned Lark,Eremophila alpestris,FALSE,1,Natureserve 3.0,20824080,,100000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,bbs99; Matsuoka,,0,BBS & RngG & Nwt,CA-US,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
71,2,1380,Tree Swallow,Tachycineta bicolor,FALSE,1,Natureserve 3.0,11669285,,17000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,3,Altman; Matsuoka,,5.5,BBS & Nwt,CA-US-MX,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
72,2,1383,Violet-green Swallow,Tachycineta thalassina,FALSE,1,Natureserve 3.0,6091653,,7100000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,1,bbs07,,0.1,BBS & RngG,US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
73,2,1390,Bank Swallow,Riparia riparia,FALSE,1,Natureserve 3.0,34349347,,19000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,4,Matsuoka,,5,RngG & BBS & Nwt,CA-US-MX,12,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
74,2,1391,Cliff Swallow,Petrochelidon pyrrhonota,FALSE,1,Natureserve 3.0,11966484,,42000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,1,PIFTC,,1,bbs07,,0,BBS & RngG & Nwt,US-MX,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
75,2,1396,Black-capped Chickadee,Poecile atricapillus,FALSE,1,Natureserve 3.0,8788312,,41000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,Altman; Matsuoka,,1.2,BBS,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
76,2,1400,Boreal Chickadee,Poecile hudsonicus,FALSE,1,Natureserve 3.0,7065738,,12000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,Altman; Matsuoka,,0.4,BBS,,10,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE
77,2,1409,Red-breasted Nuthatch,Sitta canadensis,FALSE,1,Natureserve 3.0,7118703,,20000000,2,PIF BBS-based calculation 2008,,,,3,No data,,2,Default to global score,regional threats not evaluated,1,bbs07,,0.1,BBS,CA-US,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
78,2,1413,Brown Creeper,Certhia americana,FALSE,1,Natureserve 3.0,6526126,,9300000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,Global default,,1,Altman,,0.5,BBS & RngG,CA-US,10,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
79,2,1450,Pacific Wren,Troglodytes pacificus,FALSE,2,Natureserve 3.0,1238488,,5900000,2,PIF BBS-based calculation 2011,,,split from Winter wren in 2011 (former PS=32870559; incl. old world pop),3,BBS-08,,3,Altman,,1,Altman; Matsuoka,,3.1,BBS,CA-US,11,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
80,2,1471,American Dipper,Cinclus mexicanus,FALSE,1,Natureserve 3.0,4803567,,190000,4,PIF BBS-based calculation 2008,,,,3,BBS-08,,3,PIFTC,,2,Altman,,8.1,BBS & RngG,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
81,2,1474,Golden-crowned Kinglet,Regulus satrapa,FALSE,1,Natureserve 3.0,6250316,,97000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Global default,,1,Altman; Matsuoka,,0.6,BBS & RngG,CA-US,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
82,2,1475,Ruby-crowned Kinglet,Regulus calendula,FALSE,1,Natureserve 3.0,9221284,,91000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,2,bbs99; Matsuoka,,0.4,BBS & Nwt,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
83,2,1482,Arctic Warbler,Phylloscopus borealis,FALSE,1,PIFSC-08,6314710,,61000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,5,bbs99; Matsuoka,,6,RngG & BBS,,12,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
84,2,1501,Bluethroat,Luscinia svecica,FALSE,1,PIFSC-08,6348041,,2000000,3,PIFTC-02,,,,3,BBS-08,,2,Matsuoka,,4,Dunn; Altman,,0.4,Range,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
85,2,1507,Northern Wheatear,Oenanthe oenanthe,FALSE,1,PIFSC-08,22625640,,1300000,3,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,4,Dunn,,1.3,Range,,13,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
86,2,1532,Gray-cheeked Thrush,Catharus minimus,FALSE,1,Natureserve 3.0,4585688,,16000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,PIFTC,,5,bbs99; Matsuoka,,85.6,BBS & RngG & Nwt,CA-US,13,FALSE,FALSE,FALSE,,FALSE,PR,FALSE,TRUE
87,2,1534,Swainson's Thrush,Catharus ustulatus,FALSE,1,Natureserve 3.0,7525849,,100000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,2,bbs99; Matsuoka,,1.6,BBS,CA-US-MX,9,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
88,2,1535,Hermit Thrush,Catharus guttatus,FALSE,1,Natureserve 3.0,8350943,,44000000,2,PIF BBS-based calculation 2008,,,,3,BBS-08,,2,Matsuoka,,4,bbs99; Matsuoka,,2.5,BBS & RngG,CA-US-MX,12,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
89,2,1554,American Robin,Turdus migratorius,FALSE,1,Natureserve 3.0,16401793,,310000000,1,PIF BBS-based calculation 2008,,,,3,BBS-08,,1,PIFTC,,2,Altman,,1.3,BBS & RngG & Nwt,CA-US,8,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE
